CP;DEPARTEMENT;REGION
67,160;Bas-Rhin;Alsace-Champagne-Ardenne-Lorraine
13,124;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur
59,990;Nord;Nord-Pas-de-Calais-Picardie
34,130;Hérault;Languedoc-Roussillon-Midi-Pyrénées
51,400;Marne;Alsace-Champagne-Ardenne-Lorraine
59,790;Nord;Nord-Pas-de-Calais-Picardie
57,350;Moselle;Alsace-Champagne-Ardenne-Lorraine
52,800;Haute-Marne;Alsace-Champagne-Ardenne-Lorraine
57,175;Moselle;Alsace-Champagne-Ardenne-Lorraine
33,200;Gironde;Aquitaine-Limousin-Poitou-Charentes
15,140;Cantal;Auvergne-Rhône-Alpes
75,001;Paris;Ile-de-France
44,450;Loire-Atlantique;Pays de la Loire
30,510;Gard;Languedoc-Roussillon-Midi-Pyrénées
92,420;Hauts-de-Seine;Ile-de-France
35,380;Ille-et-Vilaine;Bretagne
93,160;Seine-Saint-Denis;Ile-de-France
78,750;Yvelines;Ile-de-France
74,960;Haute-Savoie;Auvergne-Rhône-Alpes
84,200;Vaucluse;Provence-Alpes-Côte d'Azur
38,500;Isre;Auvergne-Rhône-Alpes
60,140;Oise;Nord-Pas-de-Calais-Picardie
86,160;Vienne;Aquitaine-Limousin-Poitou-Charentes
94,440;Val-de-Marne;Ile-de-France
6,500;Alpes-Maritimes;Provence-Alpes-Côte d'Azur
62,370;Pas-de-Calais;Nord-Pas-de-Calais-Picardie
47,520;Lot-et-Garonne;Aquitaine-Limousin-Poitou-Charentes
13,160;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur
13,012;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur
14,000;Calvados;Normandie
78,000;Yvelines;Ile-de-France
30,000;Gard;Languedoc-Roussillon-Midi-Pyrénées
59,290;Nord;Nord-Pas-de-Calais-Picardie
69,290;Rhône;Auvergne-Rhône-Alpes
57,160;Moselle;Alsace-Champagne-Ardenne-Lorraine
95,880;Val-d'oise;Ile-de-France
54,650;Meurthe-et-Moselle;Alsace-Champagne-Ardenne-Lorraine
92,150;Hauts-de-Seine;Ile-de-France
76,300;Seine-Maritime;Normandie
76,600;Seine-Maritime;Normandie
19,100;Corrze;Aquitaine-Limousin-Poitou-Charentes
59,134;Nord;Nord-Pas-de-Calais-Picardie
14,400;Calvados;Normandie
26,300;Drôme;Auvergne-Rhône-Alpes
57,200;Moselle;Alsace-Champagne-Ardenne-Lorraine
91,940;Essonne;Ile-de-France
78,500;Yvelines;Ile-de-France
93,400;Seine-Saint-Denis;Ile-de-France
40,000;Landes;Aquitaine-Limousin-Poitou-Charentes
86,340;Vienne;Aquitaine-Limousin-Poitou-Charentes
83,130;Var;Provence-Alpes-Côte d'Azur
69,008;Rhône;Auvergne-Rhône-Alpes
13,600;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur
93,100;Seine-Saint-Denis;Ile-de-France
3,270;Allier;Auvergne-Rhône-Alpes
31,280;Haute-Garonne;Languedoc-Roussillon-Midi-Pyrénées
34,200;Hérault;Languedoc-Roussillon-Midi-Pyrénées
94,420;Val-de-Marne;Ile-de-France
59,491;Nord;Nord-Pas-de-Calais-Picardie
62,161;Pas-de-Calais;Nord-Pas-de-Calais-Picardie
67,100;Bas-Rhin;Alsace-Champagne-Ardenne-Lorraine
77,450;Seine-et-Marne;Ile-de-France
92,100;Hauts-de-Seine;Ile-de-France
79,210;Deux-Svres;Aquitaine-Limousin-Poitou-Charentes
6,670;Alpes-Maritimes;Provence-Alpes-Côte d'Azur
62,100;Pas-de-Calais;Nord-Pas-de-Calais-Picardie
30,100;Gard;Languedoc-Roussillon-Midi-Pyrénées
59,560;Nord;Nord-Pas-de-Calais-Picardie
94,700;Val-de-Marne;Ile-de-France
78,140;Yvelines;Ile-de-France
13,100;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur
57,130;Moselle;Alsace-Champagne-Ardenne-Lorraine
53,200;Mayenne;Pays de la Loire
59,223;Nord;Nord-Pas-de-Calais-Picardie
34,110;Hérault;Languedoc-Roussillon-Midi-Pyrénées
59,550;Nord;Nord-Pas-de-Calais-Picardie
94,170;Val-de-Marne;Ile-de-France
59,700;Nord;Nord-Pas-de-Calais-Picardie
28,380;Eure-et-Loir;Centre-Val de Loire
62,153;Pas-de-Calais;Nord-Pas-de-Calais-Picardie
68,600;Haut-Rhin;Alsace-Champagne-Ardenne-Lorraine
38,121;Isre;Auvergne-Rhône-Alpes
59,235;Nord;Nord-Pas-de-Calais-Picardie
54,690;Meurthe-et-Moselle;Alsace-Champagne-Ardenne-Lorraine
57,420;Moselle;Alsace-Champagne-Ardenne-Lorraine
78,290;Yvelines;Ile-de-France
59,710;Nord;Nord-Pas-de-Calais-Picardie
28,300;Eure-et-Loir;Centre-Val de Loire
34,430;Hérault;Languedoc-Roussillon-Midi-Pyrénées
27,380;Eure;Normandie
92,400;Hauts-de-Seine;Ile-de-France
78,113;Yvelines;Ile-de-France
6,220;Alpes-Maritimes;Provence-Alpes-Côte d'Azur
95,150;Val-d'oise;Ile-de-France
6,270;Alpes-Maritimes;Provence-Alpes-Côte d'Azur
68,260;Haut-Rhin;Alsace-Champagne-Ardenne-Lorraine
94,130;Val-de-Marne;Ile-de-France
69,120;Rhône;Auvergne-Rhône-Alpes
92,170;Hauts-de-Seine;Ile-de-France
78,340;Yvelines;Ile-de-France
67,500;Bas-Rhin;Alsace-Champagne-Ardenne-Lorraine
71,380;Saône-et-Loire;Bourgogne-Franche-Comté
84,100;Vaucluse;Provence-Alpes-Côte d'Azur
34,080;Hérault;Languedoc-Roussillon-Midi-Pyrénées
59,360;Nord;Nord-Pas-de-Calais-Picardie
78,110;Yvelines;Ile-de-France
85,180;Vendée;Pays de la Loire
13,180;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur
75,002;Paris;Ile-de-France
42,580;Loire;Auvergne-Rhône-Alpes
59,242;Nord;Nord-Pas-de-Calais-Picardie
83,170;Var;Provence-Alpes-Côte d'Azur
75,016;Paris;Ile-de-France
51,470;Marne;Alsace-Champagne-Ardenne-Lorraine
27,930;Eure;Normandie
35,150;Ille-et-Vilaine;Bretagne
75,014;Paris;Ile-de-France
6,530;Alpes-Maritimes;Provence-Alpes-Côte d'Azur
34,070;Hérault;Languedoc-Roussillon-Midi-Pyrénées
34,500;Hérault;Languedoc-Roussillon-Midi-Pyrénées
94,120;Val-de-Marne;Ile-de-France
13,140;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur
60,240;Oise;Nord-Pas-de-Calais-Picardie
91,150;Essonne;Ile-de-France
13,112;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur
13,510;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur
60,270;Oise;Nord-Pas-de-Calais-Picardie
13,990;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur
95,240;Val-d'oise;Ile-de-France
78,910;Yvelines;Ile-de-France
1,360;Ain;Auvergne-Rhône-Alpes
77,590;Seine-et-Marne;Ile-de-France
13,001;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur
69,005;Rhône;Auvergne-Rhône-Alpes
51,100;Marne;Alsace-Champagne-Ardenne-Lorraine
59,570;Nord;Nord-Pas-de-Calais-Picardie
39,210;Jura;Bourgogne-Franche-Comté
69,006;Rhône;Auvergne-Rhône-Alpes
74,940;Haute-Savoie;Auvergne-Rhône-Alpes
45,500;Loiret;Centre-Val de Loire
74,300;Haute-Savoie;Auvergne-Rhône-Alpes
91,800;Essonne;Ile-de-France
44,120;Loire-Atlantique;Pays de la Loire
93,290;Seine-Saint-Denis;Ile-de-France
95,220;Val-d'oise;Ile-de-France
34,090;Hérault;Languedoc-Roussillon-Midi-Pyrénées
56,400;Morbihan;Bretagne
92,270;Hauts-de-Seine;Ile-de-France
28,160;Eure-et-Loir;Centre-Val de Loire
6,560;Alpes-Maritimes;Provence-Alpes-Côte d'Azur
91,420;Essonne;Ile-de-France
13,400;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur
69,890;Rhône;Auvergne-Rhône-Alpes
95,000;Val-d'oise;Ile-de-France
66,400;Pyrénées-Orientales;Languedoc-Roussillon-Midi-Pyrénées
44,410;Loire-Atlantique;Pays de la Loire
69,150;Rhône;Auvergne-Rhône-Alpes
57,400;Moselle;Alsace-Champagne-Ardenne-Lorraine
75,013;Paris;Ile-de-France
62,620;Pas-de-Calais;Nord-Pas-de-Calais-Picardie
34,440;Hérault;Languedoc-Roussillon-Midi-Pyrénées
59,520;Nord;Nord-Pas-de-Calais-Picardie
84,000;Vaucluse;Provence-Alpes-Côte d'Azur
63,170;Puy-de-Dôme;Auvergne-Rhône-Alpes
24,200;Dordogne;Aquitaine-Limousin-Poitou-Charentes
68,680;Haut-Rhin;Alsace-Champagne-Ardenne-Lorraine
50,800;Manche;Normandie
91,120;Essonne;Ile-de-France
78,950;Yvelines;Ile-de-France
59,800;Nord;Nord-Pas-de-Calais-Picardie
38,490;Isre;Auvergne-Rhône-Alpes
27,350;Eure;Normandie
78,540;Yvelines;Ile-de-France
69,001;Rhône;Auvergne-Rhône-Alpes
1,000;Ain;Auvergne-Rhône-Alpes
31,400;Haute-Garonne;Languedoc-Roussillon-Midi-Pyrénées
34,470;Hérault;Languedoc-Roussillon-Midi-Pyrénées
1,250;Ain;Auvergne-Rhône-Alpes
31,650;Haute-Garonne;Languedoc-Roussillon-Midi-Pyrénées
42,152;Loire;Auvergne-Rhône-Alpes
66,430;Pyrénées-Orientales;Languedoc-Roussillon-Midi-Pyrénées
59,600;Nord;Nord-Pas-de-Calais-Picardie
83,230;Var;Provence-Alpes-Côte d'Azur
16,260;Charente;Aquitaine-Limousin-Poitou-Charentes
62,880;Pas-de-Calais;Nord-Pas-de-Calais-Picardie
67,590;Bas-Rhin;Alsace-Champagne-Ardenne-Lorraine
26,700;Drôme;Auvergne-Rhône-Alpes
91,510;Essonne;Ile-de-France
71,700;Saône-et-Loire;Bourgogne-Franche-Comté
93,310;Seine-Saint-Denis;Ile-de-France
47,000;Lot-et-Garonne;Aquitaine-Limousin-Poitou-Charentes
89,130;Yonne;Bourgogne-Franche-Comté
4,000;Alpes-de-Haute-Provence;Provence-Alpes-Côte d'Azur
13,310;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur
91,090;Essonne;Ile-de-France
13,010;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur
44,760;Loire-Atlantique;Pays de la Loire
77,260;Seine-et-Marne;Ile-de-France
92,700;Hauts-de-Seine;Ile-de-France
67,000;Bas-Rhin;Alsace-Champagne-Ardenne-Lorraine
38,100;Isre;Auvergne-Rhône-Alpes
95,580;Val-d'oise;Ile-de-France
92,120;Hauts-de-Seine;Ile-de-France
76,200;Seine-Maritime;Normandie
71,400;Saône-et-Loire;Bourgogne-Franche-Comté
25,480;Doubs;Bourgogne-Franche-Comté
91,200;Essonne;Ile-de-France
92,410;Hauts-de-Seine;Ile-de-France
38,450;Isre;Auvergne-Rhône-Alpes
77,930;Seine-et-Marne;Ile-de-France
67,170;Bas-Rhin;Alsace-Champagne-Ardenne-Lorraine
77,600;Seine-et-Marne;Ile-de-France
92,250;Hauts-de-Seine;Ile-de-France
78,630;Yvelines;Ile-de-France
95,170;Val-d'oise;Ile-de-France
42,400;Loire;Auvergne-Rhône-Alpes
73,200;Savoie;Auvergne-Rhône-Alpes
33,000;Gironde;Aquitaine-Limousin-Poitou-Charentes
76,400;Seine-Maritime;Normandie
53,100;Mayenne;Pays de la Loire
92,527;Hauts-de-Seine;Ile-de-France
68,720;Haut-Rhin;Alsace-Champagne-Ardenne-Lorraine
69,160;Rhône;Auvergne-Rhône-Alpes
77,000;Seine-et-Marne;Ile-de-France
88,150;Vosges;Alsace-Champagne-Ardenne-Lorraine
40,100;Landes;Aquitaine-Limousin-Poitou-Charentes
26,200;Drôme;Auvergne-Rhône-Alpes
13,470;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur
51,000;Marne;Alsace-Champagne-Ardenne-Lorraine
86,500;Vienne;Aquitaine-Limousin-Poitou-Charentes
26,140;Drôme;Auvergne-Rhône-Alpes
77,950;Seine-et-Marne;Ile-de-France
56,172;Morbihan;Bretagne
13,007;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur
91,400;Essonne;Ile-de-France
42,490;Loire;Auvergne-Rhône-Alpes
67,201;Bas-Rhin;Alsace-Champagne-Ardenne-Lorraine
69,430;Rhône;Auvergne-Rhône-Alpes
56,140;Morbihan;Bretagne
44,300;Loire-Atlantique;Pays de la Loire
1,200;Ain;Auvergne-Rhône-Alpes
6,370;Alpes-Maritimes;Provence-Alpes-Côte d'Azur
92,360;Hauts-de-Seine;Ile-de-France
12,000;Aveyron;Languedoc-Roussillon-Midi-Pyrénées
28,000;Eure-et-Loir;Centre-Val de Loire
13,120;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur
34,000;Hérault;Languedoc-Roussillon-Midi-Pyrénées
92,350;Hauts-de-Seine;Ile-de-France
13,005;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur
9,600;Arige;Languedoc-Roussillon-Midi-Pyrénées
33,600;Gironde;Aquitaine-Limousin-Poitou-Charentes
68,128;Haut-Rhin;Alsace-Champagne-Ardenne-Lorraine
71,240;Saône-et-Loire;Bourgogne-Franche-Comté
30,700;Gard;Languedoc-Roussillon-Midi-Pyrénées
6,300;Alpes-Maritimes;Provence-Alpes-Côte d'Azur
78,390;Yvelines;Ile-de-France
9,800;Arige;Languedoc-Roussillon-Midi-Pyrénées
69,580;Rhône;Auvergne-Rhône-Alpes
57,330;Moselle;Alsace-Champagne-Ardenne-Lorraine
68,350;Haut-Rhin;Alsace-Champagne-Ardenne-Lorraine
36,200;Indre;Centre-Val de Loire
49,300;Maine-et-Loire;Pays de la Loire
62,232;Pas-de-Calais;Nord-Pas-de-Calais-Picardie
62,217;Pas-de-Calais;Nord-Pas-de-Calais-Picardie
2,200;Aisne;Nord-Pas-de-Calais-Picardie
62,260;Pas-de-Calais;Nord-Pas-de-Calais-Picardie
67,204;Bas-Rhin;Alsace-Champagne-Ardenne-Lorraine
58,600;Nivre;Bourgogne-Franche-Comté
95,560;Val-d'oise;Ile-de-France
60,100;Oise;Nord-Pas-de-Calais-Picardie
67,360;Bas-Rhin;Alsace-Champagne-Ardenne-Lorraine
94,350;Val-de-Marne;Ile-de-France
31,300;Haute-Garonne;Languedoc-Roussillon-Midi-Pyrénées
81,330;Tarn;Languedoc-Roussillon-Midi-Pyrénées
30,240;Gard;Languedoc-Roussillon-Midi-Pyrénées
14,260;Calvados;Normandie
67,610;Bas-Rhin;Alsace-Champagne-Ardenne-Lorraine
38,142;Isre;Auvergne-Rhône-Alpes
17,800;Charente-Maritime;Aquitaine-Limousin-Poitou-Charentes
6,200;Alpes-Maritimes;Provence-Alpes-Côte d'Azur
85,550;Vendée;Pays de la Loire
44,850;Loire-Atlantique;Pays de la Loire
24,100;Dordogne;Aquitaine-Limousin-Poitou-Charentes
83,860;Var;Provence-Alpes-Côte d'Azur
13,420;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur
92,310;Hauts-de-Seine;Ile-de-France
62,610;Pas-de-Calais;Nord-Pas-de-Calais-Picardie
1,460;Ain;Auvergne-Rhône-Alpes
95,350;Val-d'oise;Ile-de-France
93,190;Seine-Saint-Denis;Ile-de-France
92,110;Hauts-de-Seine;Ile-de-France
67,200;Bas-Rhin;Alsace-Champagne-Ardenne-Lorraine
87,800;Haute-Vienne;Aquitaine-Limousin-Poitou-Charentes
67,400;Bas-Rhin;Alsace-Champagne-Ardenne-Lorraine
93,700;Seine-Saint-Denis;Ile-de-France
35,470;Ille-et-Vilaine;Bretagne
64,600;Pyrénées-Atlantiques;Aquitaine-Limousin-Poitou-Charentes
51,150;Marne;Alsace-Champagne-Ardenne-Lorraine
94,250;Val-de-Marne;Ile-de-France
63,110;Puy-de-Dôme;Auvergne-Rhône-Alpes
44,522;Loire-Atlantique;Pays de la Loire
60,170;Oise;Nord-Pas-de-Calais-Picardie
69,220;Rhône;Auvergne-Rhône-Alpes
35,700;Ille-et-Vilaine;Bretagne
49,610;Maine-et-Loire;Pays de la Loire
73,370;Savoie;Auvergne-Rhône-Alpes
69,260;Rhône;Auvergne-Rhône-Alpes
44,000;Loire-Atlantique;Pays de la Loire
91,330;Essonne;Ile-de-France
60,300;Oise;Nord-Pas-de-Calais-Picardie
34,410;Hérault;Languedoc-Roussillon-Midi-Pyrénées
57,700;Moselle;Alsace-Champagne-Ardenne-Lorraine
78,400;Yvelines;Ile-de-France
30,220;Gard;Languedoc-Roussillon-Midi-Pyrénées
63,910;Puy-de-Dôme;Auvergne-Rhône-Alpes
6,100;Alpes-Maritimes;Provence-Alpes-Côte d'Azur
78,125;Yvelines;Ile-de-France
33,700;Gironde;Aquitaine-Limousin-Poitou-Charentes
83,700;Var;Provence-Alpes-Côte d'Azur
76,520;Seine-Maritime;Normandie
57,050;Moselle;Alsace-Champagne-Ardenne-Lorraine
84,150;Vaucluse;Provence-Alpes-Côte d'Azur
78,640;Yvelines;Ile-de-France
31,200;Haute-Garonne;Languedoc-Roussillon-Midi-Pyrénées
66,240;Pyrénées-Orientales;Languedoc-Roussillon-Midi-Pyrénées
94,160;Val-de-Marne;Ile-de-France
13,015;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur
22,400;Côtes-d'armor;Bretagne
78,112;Yvelines;Ile-de-France
62,173;Pas-de-Calais;Nord-Pas-de-Calais-Picardie
59,000;Nord;Nord-Pas-de-Calais-Picardie
93,340;Seine-Saint-Denis;Ile-de-France
31,880;Haute-Garonne;Languedoc-Roussillon-Midi-Pyrénées
57,660;Moselle;Alsace-Champagne-Ardenne-Lorraine
93,370;Seine-Saint-Denis;Ile-de-France
78,240;Yvelines;Ile-de-France
67,230;Bas-Rhin;Alsace-Champagne-Ardenne-Lorraine
62,144;Pas-de-Calais;Nord-Pas-de-Calais-Picardie
22,100;Côtes-d'armor;Bretagne
76,330;Seine-Maritime;Normandie
44,200;Loire-Atlantique;Pays de la Loire
59,152;Nord;Nord-Pas-de-Calais-Picardie
25,115;Doubs;Bourgogne-Franche-Comté
27,340;Eure;Normandie
60,160;Oise;Nord-Pas-de-Calais-Picardie
8,000;Ardennes;Alsace-Champagne-Ardenne-Lorraine
69,003;Rhône;Auvergne-Rhône-Alpes
6,260;Alpes-Maritimes;Provence-Alpes-Côte d'Azur
59,161;Nord;Nord-Pas-de-Calais-Picardie
29,260;Finistre;Bretagne
67,340;Bas-Rhin;Alsace-Champagne-Ardenne-Lorraine
73,100;Savoie;Auvergne-Rhône-Alpes
59,500;Nord;Nord-Pas-de-Calais-Picardie
12,700;Aveyron;Languedoc-Roussillon-Midi-Pyrénées
41,100;Loir-et-Cher;Centre-Val de Loire
35,200;Ille-et-Vilaine;Bretagne
94,520;Val-de-Marne;Ile-de-France
78,220;Yvelines;Ile-de-France
57,300;Moselle;Alsace-Champagne-Ardenne-Lorraine
55,250;Meuse;Alsace-Champagne-Ardenne-Lorraine
63,540;Puy-de-Dôme;Auvergne-Rhône-Alpes
93,200;Seine-Saint-Denis;Ile-de-France
38,160;Isre;Auvergne-Rhône-Alpes
38,150;Isre;Auvergne-Rhône-Alpes
13,800;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur
74,290;Haute-Savoie;Auvergne-Rhône-Alpes
78,970;Yvelines;Ile-de-France
33,670;Gironde;Aquitaine-Limousin-Poitou-Charentes
25,000;Doubs;Bourgogne-Franche-Comté
3,200;Allier;Auvergne-Rhône-Alpes
94,100;Val-de-Marne;Ile-de-France
76,620;Seine-Maritime;Normandie
76,890;Seine-Maritime;Normandie
87,310;Haute-Vienne;Aquitaine-Limousin-Poitou-Charentes
93,220;Seine-Saint-Denis;Ile-de-France
38,330;Isre;Auvergne-Rhône-Alpes
25,400;Doubs;Bourgogne-Franche-Comté
45,770;Loiret;Centre-Val de Loire
57,270;Moselle;Alsace-Champagne-Ardenne-Lorraine
69,800;Rhône;Auvergne-Rhône-Alpes
30,150;Gard;Languedoc-Roussillon-Midi-Pyrénées
32,600;Gers;Languedoc-Roussillon-Midi-Pyrénées
8,200;Ardennes;Alsace-Champagne-Ardenne-Lorraine
69,670;Rhône;Auvergne-Rhône-Alpes
82,190;Tarn-et-Garonne;Languedoc-Roussillon-Midi-Pyrénées
13,014;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur
38,780;Isre;Auvergne-Rhône-Alpes
67,700;Bas-Rhin;Alsace-Champagne-Ardenne-Lorraine
83,830;Var;Provence-Alpes-Côte d'Azur
77,100;Seine-et-Marne;Ile-de-France
67,520;Bas-Rhin;Alsace-Champagne-Ardenne-Lorraine
84,140;Vaucluse;Provence-Alpes-Côte d'Azur
76,290;Seine-Maritime;Normandie
84,120;Vaucluse;Provence-Alpes-Côte d'Azur
38,700;Isre;Auvergne-Rhône-Alpes
27,400;Eure;Normandie
17,400;Charente-Maritime;Aquitaine-Limousin-Poitou-Charentes
41,220;Loir-et-Cher;Centre-Val de Loire
28,260;Eure-et-Loir;Centre-Val de Loire
50,230;Manche;Normandie
60,710;Oise;Nord-Pas-de-Calais-Picardie
78,360;Yvelines;Ile-de-France
75,004;Paris;Ile-de-France
38,870;Isre;Auvergne-Rhône-Alpes
95,800;Val-d'oise;Ile-de-France
33,130;Gironde;Aquitaine-Limousin-Poitou-Charentes
67,540;Bas-Rhin;Alsace-Champagne-Ardenne-Lorraine
22,000;Côtes-d'armor;Bretagne
49,130;Maine-et-Loire;Pays de la Loire
92,290;Hauts-de-Seine;Ile-de-France
94,340;Val-de-Marne;Ile-de-France
80,500;Somme;Nord-Pas-de-Calais-Picardie
13,009;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur
54,220;Meurthe-et-Moselle;Alsace-Champagne-Ardenne-Lorraine
33,710;Gironde;Aquitaine-Limousin-Poitou-Charentes
6,600;Alpes-Maritimes;Provence-Alpes-Côte d'Azur
11,130;Aude;Languedoc-Roussillon-Midi-Pyrénées
34,150;Hérault;Languedoc-Roussillon-Midi-Pyrénées
62,150;Pas-de-Calais;Nord-Pas-de-Calais-Picardie
78,470;Yvelines;Ile-de-France
93,500;Seine-Saint-Denis;Ile-de-France
13,790;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur
69,270;Rhône;Auvergne-Rhône-Alpes
14,830;Calvados;Normandie
13,090;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur
57,500;Moselle;Alsace-Champagne-Ardenne-Lorraine
13,290;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur
34,570;Hérault;Languedoc-Roussillon-Midi-Pyrénées
62,120;Pas-de-Calais;Nord-Pas-de-Calais-Picardie
78,100;Yvelines;Ile-de-France
29,000;Finistre;Bretagne
50,140;Manche;Normandie
69,250;Rhône;Auvergne-Rhône-Alpes
62,143;Pas-de-Calais;Nord-Pas-de-Calais-Picardie
52,250;Haute-Marne;Alsace-Champagne-Ardenne-Lorraine
52,100;Haute-Marne;Alsace-Champagne-Ardenne-Lorraine
21,340;Côte-d'or;Bourgogne-Franche-Comté
67,120;Bas-Rhin;Alsace-Champagne-Ardenne-Lorraine
60,800;Oise;Nord-Pas-de-Calais-Picardie
78,510;Yvelines;Ile-de-France
42,520;Loire;Auvergne-Rhône-Alpes
77,370;Seine-et-Marne;Ile-de-France
59,100;Nord;Nord-Pas-de-Calais-Picardie
95,320;Val-d'oise;Ile-de-France
92,130;Hauts-de-Seine;Ile-de-France
67,370;Bas-Rhin;Alsace-Champagne-Ardenne-Lorraine
17,700;Charente-Maritime;Aquitaine-Limousin-Poitou-Charentes
56,230;Morbihan;Bretagne
78,160;Yvelines;Ile-de-France
59,178;Nord;Nord-Pas-de-Calais-Picardie
14,610;Calvados;Normandie
35,850;Ille-et-Vilaine;Bretagne
6,160;Alpes-Maritimes;Provence-Alpes-Côte d'Azur
59,194;Nord;Nord-Pas-de-Calais-Picardie
69,007;Rhône;Auvergne-Rhône-Alpes
71,510;Saône-et-Loire;Bourgogne-Franche-Comté
83,300;Var;Provence-Alpes-Côte d'Azur
31,100;Haute-Garonne;Languedoc-Roussillon-Midi-Pyrénées
17,000;Charente-Maritime;Aquitaine-Limousin-Poitou-Charentes
29,620;Finistre;Bretagne
51,200;Marne;Alsace-Champagne-Ardenne-Lorraine
13,320;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur
47,160;Lot-et-Garonne;Aquitaine-Limousin-Poitou-Charentes
76,130;Seine-Maritime;Normandie
78,870;Yvelines;Ile-de-France
67,550;Bas-Rhin;Alsace-Champagne-Ardenne-Lorraine
91,140;Essonne;Ile-de-France
95,870;Val-d'oise;Ile-de-France
49,000;Maine-et-Loire;Pays de la Loire
62,810;Pas-de-Calais;Nord-Pas-de-Calais-Picardie
68,127;Haut-Rhin;Alsace-Champagne-Ardenne-Lorraine
86,360;Vienne;Aquitaine-Limousin-Poitou-Charentes
59,890;Nord;Nord-Pas-de-Calais-Picardie
23,500;Creuse;Aquitaine-Limousin-Poitou-Charentes
92,160;Hauts-de-Seine;Ile-de-France
83,470;Var;Provence-Alpes-Côte d'Azur
1,700;Ain;Auvergne-Rhône-Alpes
78,190;Yvelines;Ile-de-France
68,310;Haut-Rhin;Alsace-Champagne-Ardenne-Lorraine
34,300;Hérault;Languedoc-Roussillon-Midi-Pyrénées
62,147;Pas-de-Calais;Nord-Pas-de-Calais-Picardie
95,400;Val-d'oise;Ile-de-France
27,200;Eure;Normandie
91,540;Essonne;Ile-de-France
6,510;Alpes-Maritimes;Provence-Alpes-Côte d'Azur
37,230;Indre-et-Loire;Centre-Val de Loire
18,300;Cher;Centre-Val de Loire
68,660;Haut-Rhin;Alsace-Champagne-Ardenne-Lorraine
76,640;Seine-Maritime;Normandie
5,000;Hautes-Alpes;Provence-Alpes-Côte d'Azur
22,520;Côtes-d'armor;Bretagne
13,821;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur
13,770;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur
95,420;Val-d'oise;Ile-de-France
68,320;Haut-Rhin;Alsace-Champagne-Ardenne-Lorraine
7,784;Ardche;Auvergne-Rhône-Alpes
34,370;Hérault;Languedoc-Roussillon-Midi-Pyrénées
59,830;Nord;Nord-Pas-de-Calais-Picardie
69,400;Rhône;Auvergne-Rhône-Alpes
17,120;Charente-Maritime;Aquitaine-Limousin-Poitou-Charentes
6,640;Alpes-Maritimes;Provence-Alpes-Côte d'Azur
2,510;Aisne;Nord-Pas-de-Calais-Picardie
76,000;Seine-Maritime;Normandie
83,120;Var;Provence-Alpes-Côte d'Azur
38,230;Isre;Auvergne-Rhône-Alpes
59,400;Nord;Nord-Pas-de-Calais-Picardie
78,860;Yvelines;Ile-de-France
94,190;Val-de-Marne;Ile-de-France
34,310;Hérault;Languedoc-Roussillon-Midi-Pyrénées
59,281;Nord;Nord-Pas-de-Calais-Picardie
7,310;Ardche;Auvergne-Rhône-Alpes
69,500;Rhône;Auvergne-Rhône-Alpes
69,340;Rhône;Auvergne-Rhône-Alpes
22,200;Côtes-d'armor;Bretagne
74,200;Haute-Savoie;Auvergne-Rhône-Alpes
80,132;Somme;Nord-Pas-de-Calais-Picardie
33,800;Gironde;Aquitaine-Limousin-Poitou-Charentes
28,190;Eure-et-Loir;Centre-Val de Loire
6,480;Alpes-Maritimes;Provence-Alpes-Côte d'Azur
84,860;Vaucluse;Provence-Alpes-Côte d'Azur
69,140;Rhône;Auvergne-Rhône-Alpes
77,140;Seine-et-Marne;Ile-de-France
88,640;Vosges;Alsace-Champagne-Ardenne-Lorraine
64,200;Pyrénées-Atlantiques;Aquitaine-Limousin-Poitou-Charentes
38,280;Isre;Auvergne-Rhône-Alpes
2,000;Aisne;Nord-Pas-de-Calais-Picardie
