B_ID;SEXE;REGIME_SOCIAL
18,331;Homme;A
1,525;Femme;A
51,344;Homme;G
32,308;Homme;G
52,109;Femme;G
44,545;Femme;A
45,762;Homme;G
45,632;Homme;G
2,943;Femme;G
14,187;Homme;A
1,341;Femme;A
7,309;Femme;G
13,198;Femme;G
16,506;Homme;L
41,185;Femme;G
40,464;Femme;G
48,780;Femme;G
33,726;Femme;A
10,937;Femme;G
23,251;Femme;A
25,616;Homme;G
34,757;Femme;A
14,881;Homme;G
18,834;Femme;A
10,038;Homme;A
38,064;Homme;A
48,550;Homme;G
24,780;Femme;A
37,947;Homme;G
10,618;Femme;A
13,811;Homme;A
47,319;Femme;G
4,259;Femme;A
12,654;Homme;G
33,654;Femme;A
8,092;Homme;G
18,785;Homme;G
13,154;Homme;A
18,711;Homme;G
39,409;Homme;G
1,247;Homme;G
14,025;Homme;G
18,953;Homme;A
24,139;Femme;A
13,487;Homme;A
46,422;Femme;A
8,771;Femme;A
10,363;Femme;L
19,298;Femme;G
33,529;Femme;G
10,462;Femme;A
26,101;Homme;G
5,436;Homme;G
29,484;Homme;A
46,430;Femme;G
21,419;Femme;G
32,550;Femme;A
51,304;Femme;G
31,115;Homme;G
33,663;Homme;A
44,277;Homme;G
48,024;Homme;G
28,206;Homme;D
40,447;Femme;G
1,130;Homme;A
16,086;Homme;A
19,180;Homme;G
31,346;Homme;A
41,759;Homme;A
51,017;Homme;G
5,765;Homme;G
14,256;Femme;G
27,727;Femme;G
3,682;Femme;A
8,451;Femme;G
17,160;Homme;G
26,630;Homme;G
40,836;Homme;G
37,710;Homme;G
13,806;Femme;G
30,276;Homme;G
46,386;Femme;A
29,759;Homme;G
48,723;Homme;G
4,197;Homme;G
33,337;Homme;G
19,686;Femme;G
19,895;Homme;A
43,457;Femme;G
9,023;Femme;G
27,293;Homme;G
24,339;Femme;A
36,815;Homme;G
16,276;Homme;G
34,145;Homme;G
41,731;Homme;A
26,929;Femme;G
27,987;Homme;A
48,666;Homme;G
12,222;Homme;G
33,429;Homme;G
17,586;Femme;A
32,105;Homme;G
16,638;Femme;G
43,937;Femme;A
15,286;Femme;A
6,946;Homme;A
9,110;Femme;G
16,935;Homme;A
19,499;Homme;A
47,768;Femme;G
28,366;Femme;G
40,554;Femme;G
46,472;Homme;G
27,159;Femme;G
31,011;Femme;G
48,403;Femme;A
50,221;Femme;G
2,929;Homme;A
17,997;Homme;G
29,012;Femme;G
4,659;Femme;G
7,788;Homme;G
36,912;Femme;G
28,546;Homme;G
49,863;Femme;G
37,670;Homme;A
43,982;Homme;G
5,266;Femme;A
20,231;Femme;A
89;Femme;G
43,884;Femme;A
18,545;Femme;G
187;Homme;A
27,095;Femme;A
44,768;Femme;A
39,618;Femme;G
66;Femme;G
5,659;Femme;L
29,895;Femme;G
44,810;Homme;A
28,345;Femme;G
37,527;Femme;G
18,409;Femme;G
22,645;Homme;G
38,496;Femme;G
38,724;Homme;G
40,338;Femme;A
10,882;Femme;A
36,541;Femme;A
4,024;Femme;G
6,532;Femme;G
30,789;Femme;G
12,807;Homme;A
15,774;Homme;A
16,931;Femme;G
23,597;Femme;A
23,642;Femme;A
41,579;Homme;G
9,979;Homme;A
39,060;Homme;G
5,465;Homme;G
30,158;Homme;A
45,472;Homme;G
46,102;Homme;G
33,386;Homme;A
38,425;Homme;G
41,414;Femme;G
4,620;Homme;A
34,904;Homme;A
12,229;Homme;G
38,295;Femme;G
1,362;Homme;G
28,116;Homme;G
30,842;Homme;G
34,157;Femme;A
18,497;Femme;G
3,895;Femme;A
34,930;Femme;A
41,678;Homme;G
16,476;Homme;G
17,657;Homme;G
44,435;Femme;G
34,886;Homme;A
9,422;Femme;A
14,757;Homme;A
29,267;Homme;A
21,028;Femme;G
27,801;Femme;G
31,723;Homme;A
42,325;Homme;G
33,924;Homme;G
34,595;Homme;A
29,067;Femme;A
1,104;Femme;G
24,509;Femme;A
45,397;Femme;G
38,541;Femme;G
42,847;Homme;G
6,395;Femme;A
46,829;Homme;G
35,535;Femme;G
41,984;Homme;A
7,630;Homme;G
10,851;Femme;A
48,062;Femme;A
23,161;Homme;G
10,831;Femme;G
28,233;Femme;A
38,702;Homme;G
28,103;Homme;A
16,877;Femme;A
45,995;Homme;G
13,277;Homme;G
40,649;Femme;A
52,153;Homme;G
11,580;Femme;A
52,182;Homme;G
22,513;Homme;A
39,317;Homme;G
2,043;Homme;G
9,293;Homme;G
35,531;Femme;G
43,210;Homme;G
50,948;Homme;G
30,721;Homme;G
31,706;Homme;A
4,768;Femme;G
29,629;Femme;A
22,991;Femme;G
49,053;Homme;G
1,650;Homme;G
27,649;Homme;A
15,898;Femme;G
37,092;Homme;A
17,115;Femme;G
30,087;Femme;L
18,082;Femme;A
17,606;Femme;G
1,561;Femme;G
5,057;Femme;G
8,892;Femme;G
13,555;Femme;A
22,772;Femme;G
24,097;Homme;G
31,160;Femme;G
25,323;Femme;G
38,509;Femme;G
46,841;Homme;G
431;Homme;G
42,376;Femme;G
45,644;Femme;A
4,147;Homme;A
18,891;Femme;G
16,241;Homme;G
11,908;Femme;G
26,998;Homme;G
15,760;Homme;G
36,391;Femme;G
36,650;Femme;A
12,287;Homme;G
14,693;Homme;G
37,550;Femme;G
44,057;Femme;A
49,355;Femme;G
28,768;Homme;A
46,131;Femme;A
435;Femme;G
40,275;Femme;G
33,281;Homme;A
7,390;Femme;A
9,482;Femme;G
33,499;Homme;A
46,116;Homme;A
37,249;Femme;G
34,934;Homme;G
40,608;Homme;A
4,383;Homme;G
12,747;Femme;A
905;Homme;A
27,246;Femme;A
26,496;Femme;G
27,058;Femme;A
38,452;Femme;G
48,697;Homme;G
16,634;Femme;A
22,916;Homme;A
34,833;Homme;A
47,960;Homme;G
13,394;Homme;A
16,882;Femme;G
46,903;Femme;A
18,289;Homme;G
24,319;Homme;G
31,249;Femme;G
49,146;Femme;G
25,426;Homme;G
26,511;Femme;A
46,822;Homme;G
47,779;Femme;A
2,626;Femme;G
11,713;Femme;A
17,978;Homme;G
36,621;Femme;G
43,314;Femme;A
3,506;Homme;G
6,955;Femme;A
6,070;Femme;G
28,225;Femme;A
33,714;Homme;A
15,509;Femme;A
31,563;Homme;A
43,596;Femme;G
50,270;Femme;G
15,390;Homme;G
42,115;Femme;G
52,071;Homme;G
6,854;Homme;G
39,809;Homme;G
50,333;Femme;G
11,820;Homme;A
49,497;Homme;G
38,094;Homme;A
44,892;Femme;G
47,040;Homme;G
5,059;Homme;G
33,191;Femme;A
33,588;Femme;G
37,567;Homme;G
41,312;Femme;A
2,781;Homme;G
42,646;Femme;A
48,931;Femme;G
7,015;Femme;A
19,405;Homme;D
34,378;Homme;G
41,961;Femme;A
43,267;Femme;A
45,662;Homme;A
3,778;Homme;G
41,246;Homme;G
44,826;Femme;G
33,991;Homme;G
45,491;Homme;A
19,789;Femme;G
15,726;Homme;G
1,058;Homme;A
19,591;Homme;G
42,811;Homme;L
43,184;Homme;A
22,835;Femme;A
23,572;Homme;A
36,719;Femme;G
37,872;Femme;G
39,465;Homme;G
15,603;Homme;G
21,630;Femme;G
31,682;Homme;G
36,857;Homme;G
41,294;Femme;G
15,570;Homme;G
31,712;Homme;L
32,102;Homme;A
39,532;Homme;G
14,003;Homme;A
21,885;Femme;D
39,270;Femme;G
39,847;Homme;A
13;Femme;A
19,653;Femme;A
48,642;Femme;G
3,120;Femme;G
46,495;Femme;G
1,152;Femme;A
15,440;Femme;A
27,036;Homme;G
28,280;Femme;A
8,914;Femme;G
8,419;Femme;A
21,558;Femme;A
5,371;Femme;G
44,251;Homme;G
48,469;Homme;G
9,707;Femme;G
43,962;Femme;G
10,958;Homme;G
29,763;Homme;A
4,805;Femme;A
11,395;Homme;A
45,312;Femme;G
14,935;Femme;G
226;Femme;A
32,655;Femme;A
3,202;Femme;A
8,979;Femme;A
26,248;Femme;G
12,484;Femme;A
212;Homme;G
4,315;Femme;G
361;Femme;A
37,720;Homme;G
7,842;Femme;G
18,200;Homme;A
16,488;Femme;G
41,149;Homme;G
4,983;Homme;A
50,266;Femme;A
39,290;Femme;A
51,137;Homme;G
29,330;Femme;A
2,903;Homme;L
8,693;Homme;G
30,291;Homme;G
24,734;Homme;G
38,561;Homme;A
574;Homme;A
23,054;Femme;A
37,439;Homme;A
38,440;Femme;G
50,342;Femme;G
8,045;Homme;A
8,970;Femme;G
14,368;Femme;G
17,443;Homme;A
31,953;Femme;G
15,667;Femme;A
21,013;Homme;A
39,183;Homme;A
1,985;Femme;A
12,664;Homme;A
3,686;Femme;G
20,137;Femme;G
34,134;Femme;G
39,092;Homme;G
46,991;Homme;G
24,665;Homme;A
36,407;Homme;A
21,750;Femme;G
15,019;Femme;G
31,322;Homme;G
41,517;Femme;G
546;Femme;G
7,703;Homme;G
19,266;Femme;G
50,440;Femme;G
6,537;Femme;G
18,830;Homme;G
24,393;Homme;G
30,743;Femme;G
43,941;Femme;G
12,113;Homme;G
15,077;Homme;A
17,249;Homme;G
22,089;Femme;G
740;Homme;G
29,828;Femme;G
50,707;Femme;G
27,051;Homme;A
6,861;Femme;A
25,139;Homme;G
49,077;Homme;G
16,336;Homme;A
1,534;Homme;G
12,875;Femme;A
42,134;Homme;G
1,537;Femme;G
37,557;Femme;G
6,931;Femme;G
11,462;Femme;L
23,720;Femme;G
43,734;Femme;A
8,627;Femme;A
5,732;Femme;G
13,015;Homme;G
16,880;Homme;G
10,728;Homme;A
28,568;Homme;G
2,406;Femme;G
40,733;Homme;G
39,777;Femme;G
46,537;Femme;G
50,471;Femme;G
50,907;Homme;G
28,261;Femme;G
32,108;Homme;A
33,488;Homme;A
14,177;Homme;G
21,953;Homme;G
5,034;Femme;G
2,641;Femme;A
20,878;Femme;A
29,155;Femme;G
49,348;Femme;G
13,456;Femme;G
3,103;Femme;G
12,867;Homme;A
26,611;Femme;A
1,112;Homme;A
2,884;Femme;G
9,218;Homme;A
33,604;Homme;A
40,449;Homme;A
14,152;Homme;G
44,812;Femme;G
30,858;Homme;G
12,661;Homme;G
13,648;Femme;A
19,153;Homme;G
443;Femme;G
22,608;Femme;G
27,695;Femme;G
37,029;Homme;A
30,127;Femme;G
48,349;Homme;G
35,222;Homme;G
31,554;Femme;G
34,737;Femme;G
14,271;Femme;A
16,407;Homme;L
20,883;Femme;G
37,286;Femme;A
21,088;Femme;A
30,425;Femme;G
6,440;Femme;A
21,703;Femme;G
1,785;Homme;G
24,010;Femme;G
40;Femme;A
12,945;Femme;G
45,812;Femme;G
23,206;Femme;G
26,447;Homme;G
51,615;Femme;G
16,225;Homme;G
48,832;Homme;L
3,192;Femme;G
4,320;Femme;A
17,235;Femme;G
29,540;Homme;G
35,068;Femme;G
24,659;Homme;A
32,117;Femme;G
11,353;Homme;G
16,134;Femme;G
28,183;Femme;G
42,027;Homme;G
39,589;Femme;A
39,667;Femme;A
10,886;Femme;G
12,855;Femme;G
39,541;Homme;A
26,568;Homme;A
47,481;Homme;A
51,401;Homme;G
30,883;Homme;G
31,681;Homme;G
6,842;Femme;A
24,749;Homme;A
8,566;Femme;A
4,783;Femme;A
24;Femme;G
37,023;Homme;A
15,684;Femme;G
1,426;Homme;D
4,773;Homme;G
6,833;Femme;G
15,608;Homme;G
285;Femme;L
40,367;Homme;G
772;Homme;G
4,751;Homme;A
28,997;Homme;D
42,160;Femme;G
6,343;Femme;G
49,886;Homme;G
36,122;Homme;A
34,268;Homme;A
7,496;Homme;A
14,936;Homme;G
25,698;Homme;G
44,149;Femme;G
46,710;Femme;G
51,364;Femme;G
11,392;Homme;A
27,034;Femme;G
7,197;Femme;G
2,565;Homme;A
8,156;Femme;A
30,313;Homme;A
37,068;Femme;G
7,988;Femme;G
45,401;Homme;A
13,202;Femme;A
20,986;Homme;A
41,756;Femme;A
27,659;Femme;D
30,201;Femme;G
26,167;Homme;A
31,066;Femme;G
33,358;Femme;G
14,350;Femme;G
14,740;Homme;G
27,261;Femme;A
24,184;Femme;G
49,047;Homme;G
18,460;Femme;G
46,508;Homme;G
2,041;Homme;G
25,373;Femme;A
41,573;Femme;G
23,360;Homme;A
38,456;Homme;G
48,071;Femme;G
7,289;Femme;G
23,611;Homme;D
42,196;Femme;A
25,567;Homme;G
29,830;Femme;G
32,123;Femme;A
2,645;Femme;A
40,768;Homme;G
25,972;Femme;A
21,589;Femme;A
8,785;Femme;L
14,708;Femme;G
16,618;Homme;A
5,221;Femme;A
38,408;Femme;A
41,590;Femme;A
3,310;Homme;A
18,260;Femme;G
26,960;Homme;A
47,808;Homme;G
7,435;Femme;G
18,434;Homme;G
3,863;Femme;G
9,530;Homme;G
42,100;Femme;G
49,140;Homme;A
20,315;Homme;A
4,144;Femme;G
50,267;Femme;G
26,458;Homme;G
49,123;Homme;G
23,337;Femme;A
46,697;Homme;G
35,092;Homme;A
1,377;Homme;G
17,070;Femme;A
20,560;Femme;A
1,640;Homme;A
18,047;Homme;G
20,819;Femme;A
25,906;Femme;G
46,426;Femme;G
51,846;Homme;G
30,026;Homme;L
42,675;Femme;G
47,015;Homme;G
12,165;Femme;A
50,748;Homme;G
15,584;Homme;G
39,881;Homme;G
41,959;Femme;A
25,543;Femme;G
27,057;Homme;A
28,555;Femme;G
12,775;Homme;G
33,193;Femme;A
26,809;Homme;A
8,091;Femme;G
19,829;Homme;G
37,250;Homme;G
30,147;Homme;A
33,843;Homme;A
51,255;Homme;G
1,072;Femme;G
32,007;Femme;G
9,597;Homme;G
32,402;Homme;G
4,553;Femme;G
34,550;Femme;A
39,977;Femme;G
47,584;Homme;G
25,083;Homme;G
48,443;Femme;A
40,029;Homme;G
51,181;Femme;D
13,554;Femme;A
45,944;Femme;A
45,681;Femme;G
36,583;Homme;G
4,318;Femme;A
12,215;Homme;A
19,496;Homme;A
21,267;Homme;G
26,262;Femme;A
48,139;Femme;G
4,590;Femme;G
13,847;Homme;G
26,851;Homme;A
27,180;Femme;G
35,705;Homme;A
36,697;Homme;A
31,500;Homme;G
41,432;Femme;A
44,590;Femme;G
20,354;Femme;G
1,796;Femme;G
39,557;Femme;A
47,085;Femme;G
5,269;Femme;A
32,962;Homme;G
45,919;Homme;A
42,633;Femme;G
27,455;Homme;G
37,779;Homme;A
47,727;Femme;A
20,100;Femme;G
11,607;Femme;A
16,806;Homme;G
38,201;Homme;A
34,386;Homme;G
20,089;Femme;G
28,583;Femme;A
25,767;Homme;A
41,792;Femme;G
10,463;Homme;A
30,099;Femme;G
39,494;Homme;G
29,746;Femme;G
43,448;Homme;A
49,881;Homme;G
25,977;Femme;G
29,449;Homme;G
24,576;Femme;A
15,416;Homme;A
19,475;Homme;G
41,510;Homme;G
27,590;Femme;D
28,579;Homme;G
18,673;Homme;G
33,719;Femme;G
32,475;Femme;A
24,826;Homme;G
567;Femme;G
1,066;Femme;G
21,412;Homme;G
6,025;Homme;G
17,121;Femme;A
6,026;Femme;G
13,541;Femme;A
33,757;Femme;G
47,103;Homme;G
23,759;Homme;G
30,989;Femme;G
50,548;Homme;G
8,575;Homme;A
9,872;Homme;G
11,204;Homme;A
14,165;Femme;A
17,728;Homme;A
38,956;Femme;G
20,115;Homme;G
33,327;Homme;G
4,121;Femme;G
38,265;Femme;A
44,033;Homme;G
51,562;Homme;G
17,491;Femme;G
28,401;Femme;G
11,930;Femme;G
34,617;Homme;G
5,902;Femme;G
14,257;Homme;G
50,753;Femme;G
23,008;Homme;A
45,717;Femme;G
51,657;Femme;A
6,593;Homme;G
39,095;Homme;G
11,133;Femme;G
16,348;Femme;G
34,862;Femme;A
47,957;Femme;G
15,444;Homme;A
21,729;Homme;G
38,924;Homme;A
46,437;Femme;G
20,277;Femme;G
23,620;Femme;G
28,917;Femme;A
47,494;Homme;G
25,247;Femme;A
49,331;Femme;G
49,696;Femme;G
25,985;Femme;A
26,505;Femme;A
32,856;Femme;G
20,889;Homme;G
18,488;Homme;A
7,313;Femme;G
13,358;Homme;G
37,094;Homme;A
49,016;Femme;G
2,785;Homme;G
22,213;Femme;G
44,606;Femme;G
41,622;Femme;A
42,594;Femme;G
49,580;Homme;G
27,011;Homme;G
26,118;Homme;G
51,331;Homme;G
45,254;Homme;G
12,894;Femme;G
45,807;Femme;G
50,111;Homme;G
21,700;Homme;G
15,630;Femme;A
22,446;Femme;A
40,969;Femme;G
10,872;Homme;D
35,206;Femme;A
41,973;Homme;G
9,265;Femme;A
10,070;Femme;A
11,982;Homme;G
37,828;Femme;G
14,253;Homme;G
27,210;Homme;G
35,354;Femme;G
38,804;Femme;G
39,344;Homme;G
48,923;Homme;G
51,372;Homme;G
8,274;Femme;G
14,642;Femme;G
44,310;Femme;G
49,187;Femme;G
21,808;Femme;G
8,083;Femme;G
8,724;Femme;A
16,772;Femme;A
5,571;Homme;A
15,485;Femme;G
40,205;Homme;A
5,004;Homme;G
48,750;Homme;G
12,568;Femme;A
19,114;Femme;L
37,698;Femme;G
42,840;Femme;G
4,488;Homme;L
28,142;Homme;A
34,264;Femme;G
44,651;Femme;G
2,605;Homme;L
12,345;Femme;A
11,390;Homme;G
47,967;Homme;G
15,117;Homme;A
553;Femme;A
24,949;Femme;G
25,644;Femme;A
15,161;Homme;G
35,015;Femme;G
13,710;Femme;G
24,790;Femme;A
42,380;Femme;G
23,714;Homme;A
48,052;Femme;A
25,808;Homme;G
36,130;Homme;A
44,532;Femme;A
32,771;Homme;A
34,554;Femme;G
41,411;Homme;G
17,610;Homme;A
30,921;Homme;G
37,348;Femme;A
45,069;Homme;G
20,446;Femme;A
22,432;Femme;G
26,297;Homme;A
42,021;Homme;G
16,470;Femme;A
49,488;Femme;G
49,862;Femme;G
9,495;Femme;A
27,379;Femme;A
4,235;Femme;A
4,772;Femme;G
34,197;Homme;G
38,409;Homme;A
4,113;Femme;A
27,092;Femme;G
13,320;Femme;G
26,716;Homme;A
51,194;Homme;D
1,787;Femme;G
5,316;Homme;A
22,241;Homme;A
22,269;Femme;G
47,317;Homme;G
41,948;Femme;G
25,104;Homme;A
7,206;Femme;A
17,746;Femme;G
21,061;Homme;G
1,087;Homme;A
15,456;Femme;G
37,860;Femme;G
48,300;Femme;A
17,175;Homme;G
393;Femme;G
1,998;Homme;G
26,492;Homme;G
50,940;Femme;A
23,207;Femme;G
7,659;Homme;A
44,683;Femme;G
17,830;Femme;A
21,717;Femme;D
39,655;Homme;G
49,233;Femme;G
15,342;Homme;G
34,310;Femme;L
3,613;Femme;L
9,455;Homme;G
42,985;Homme;G
21,954;Femme;G
36,846;Femme;A
51,937;Homme;A
3,252;Femme;A
17,697;Homme;G
11,208;Femme;G
21,246;Homme;G
25,310;Femme;A
37,334;Femme;G
40,274;Homme;G
47,197;Femme;A
2,260;Femme;A
18,492;Homme;G
11,234;Femme;A
39,056;Homme;G
35,404;Homme;G
35,584;Femme;G
21,151;Femme;G
49,313;Homme;A
2,743;Femme;G
17,305;Homme;G
18,261;Femme;G
38,934;Homme;A
40,696;Femme;G
46,312;Homme;G
51,792;Homme;A
6,660;Femme;G
26,871;Femme;G
32,294;Femme;G
22,875;Femme;G
13,584;Femme;G
16,717;Homme;G
24,034;Homme;A
27,131;Homme;A
31,140;Homme;G
12,093;Homme;G
22,143;Femme;G
38,364;Homme;A
39,338;Femme;G
42,409;Femme;G
4,712;Femme;G
8,888;Femme;A
30,889;Femme;G
16,310;Homme;A
39,647;Homme;A
21,652;Femme;A
43,089;Femme;G
8,649;Femme;G
6,107;Femme;G
40,363;Femme;G
51,175;Femme;G
17,906;Femme;G
25,116;Homme;G
34,000;Homme;A
16,160;Femme;G
45,978;Homme;G
51,888;Femme;G
4,074;Homme;G
39,190;Femme;A
47,954;Homme;A
12,291;Femme;A
14,968;Homme;G
2,473;Homme;A
4,998;Homme;A
18,938;Femme;G
46,807;Homme;G
33,900;Homme;A
24,972;Femme;G
31,771;Femme;G
42,411;Femme;G
42,975;Femme;G
33,904;Homme;G
44,583;Femme;G
27,071;Femme;A
3,115;Femme;A
6,490;Homme;A
34,812;Femme;G
15,756;Femme;G
24,635;Femme;L
24,915;Femme;A
25,987;Homme;A
35,198;Femme;G
41,086;Femme;G
15,465;Femme;G
1,688;Femme;G
14,933;Femme;G
14,040;Femme;G
18,997;Homme;G
26,039;Homme;G
30,095;Femme;L
22,406;Femme;G
48,963;Femme;G
40,263;Homme;G
41,283;Femme;D
47,995;Femme;A
1,683;Femme;G
48,693;Homme;G
30,065;Femme;G
5,308;Homme;G
8,129;Femme;G
35,789;Femme;A
44,781;Femme;G
35,570;Femme;A
6,922;Homme;G
9,126;Homme;A
31,236;Femme;G
44,373;Femme;G
11,398;Femme;A
29,416;Femme;G
16,128;Femme;A
9,373;Femme;G
29,061;Femme;G
34,504;Femme;G
1,634;Femme;G
50,494;Femme;A
2,939;Homme;G
31,476;Homme;G
35,090;Femme;G
22,703;Femme;A
7,092;Femme;L
48,450;Femme;G
33,754;Homme;A
37,727;Homme;G
46,848;Homme;G
29,178;Femme;G
8,526;Femme;A
13,207;Femme;G
29,931;Femme;G
13,755;Homme;A
15,786;Homme;G
10,467;Homme;G
33,437;Homme;A
4,791;Femme;G
7,647;Femme;A
43,423;Femme;A
43,452;Femme;G
31,138;Homme;A
32,232;Homme;G
20,778;Femme;G
30,607;Homme;A
10,439;Homme;G
16,341;Homme;G
29,921;Femme;A
20,113;Femme;G
46,561;Femme;A
21,167;Femme;G
38,068;Femme;G
27,405;Homme;A
51,074;Femme;G
9,799;Homme;G
35,339;Homme;G
46,214;Femme;G
46,958;Femme;G
8,109;Homme;A
12,578;Homme;A
19,248;Femme;A
29,597;Homme;G
31,207;Homme;G
8,509;Homme;A
19,485;Femme;G
25,079;Homme;A
18,272;Femme;G
27,711;Femme;A
44,000;Femme;G
51,333;Femme;G
27,617;Homme;A
1,666;Femme;L
39,196;Femme;G
6,192;Homme;A
16,546;Homme;A
43,571;Homme;G
52,151;Femme;A
3,923;Femme;G
21,903;Homme;A
27,499;Femme;D
49,064;Femme;G
19,589;Femme;G
509;Femme;G
3,789;Femme;G
38,548;Femme;A
48,426;Homme;A
2,369;Femme;G
3,638;Homme;A
49,038;Homme;D
8,743;Homme;G
807;Homme;A
4,537;Femme;A
12,978;Homme;A
28,063;Homme;D
37,510;Homme;G
7,728;Homme;A
4,421;Homme;A
29,287;Femme;G
18,868;Femme;G
20,891;Homme;G
428;Homme;G
20,582;Femme;G
8,164;Femme;G
30,246;Femme;A
7,524;Femme;G
19,877;Homme;A
21,103;Homme;G
25,635;Femme;G
28,164;Homme;A
42,558;Femme;G
13,200;Homme;A
4,122;Femme;G
44,849;Homme;G
46,201;Homme;A
51,555;Femme;G
32,532;Femme;G
42,353;Homme;G
45,030;Femme;G
2,670;Femme;A
25,550;Femme;G
42,250;Femme;A
23,170;Femme;G
33,371;Femme;G
45,520;Homme;A
51,605;Femme;G
10,656;Femme;A
7,381;Homme;G
8,781;Homme;A
15,791;Femme;A
12,141;Femme;G
18,976;Homme;A
21,097;Homme;G
39,860;Homme;G
41,787;Homme;A
17,782;Homme;G
19,579;Femme;G
2,794;Femme;G
26,033;Homme;G
11,438;Femme;A
13,857;Homme;G
24,627;Homme;G
29,876;Femme;A
40,223;Femme;G
43,058;Homme;A
34,044;Femme;G
2,973;Femme;A
33,922;Homme;G
41,538;Femme;G
43,017;Femme;A
28,380;Femme;G
24,141;Femme;G
2,893;Femme;G
38,032;Homme;A
28,659;Homme;G
769;Femme;G
6,508;Homme;G
23,651;Homme;G
31,514;Femme;G
37,738;Homme;G
41,689;Femme;A
9,046;Homme;G
34,806;Femme;G
51,411;Homme;G
12,699;Homme;G
36,554;Femme;A
29,120;Homme;A
45,153;Homme;G
15,136;Homme;G
24,802;Femme;A
33,062;Femme;G
8,465;Femme;A
22,942;Femme;G
21,624;Homme;A
50,584;Homme;G
9,123;Homme;G
51,990;Homme;G
21,018;Femme;A
38,320;Homme;G
48,342;Homme;A
45,907;Femme;A
50,846;Femme;G
11,764;Femme;A
12,534;Femme;G
11,355;Femme;G
15,274;Homme;A
48,294;Homme;A
21,455;Femme;A
41,620;Femme;A
21,085;Homme;A
19,287;Homme;A
6,506;Homme;A
27,194;Femme;G
25,630;Femme;A
28,911;Femme;G
696;Femme;G
11,214;Femme;A
35,964;Homme;G
18,929;Femme;G
47,898;Homme;G
21,038;Homme;G
23,806;Homme;A
6,404;Femme;G
14,549;Homme;G
17,194;Femme;G
17,554;Femme;A
10,740;Homme;A
11,448;Femme;G
29,479;Femme;G
37,305;Homme;A
20,024;Femme;A
26,159;Femme;G
11,752;Femme;G
1,023;Femme;G
30,086;Homme;A
36,842;Femme;G
40,151;Homme;A
4,623;Homme;G
28,895;Femme;G
27,348;Femme;G
12,863;Femme;G
15,215;Femme;G
46,573;Homme;G
3,498;Homme;A
27,166;Homme;G
12,599;Homme;L
24,199;Homme;G
18,333;Homme;G
16,096;Femme;G
20,724;Femme;G
963;Homme;A
40,886;Homme;G
50,818;Femme;G
8,631;Femme;G
35,761;Homme;G
32,841;Femme;G
42,318;Homme;G
5,792;Femme;A
49,516;Homme;G
49,349;Homme;G
2,811;Femme;G
21,284;Femme;G
6,745;Homme;G
51,474;Homme;G
26,735;Femme;D
6,642;Femme;L
11,904;Homme;G
50,290;Femme;G
34,877;Homme;A
3,527;Homme;A
12,970;Femme;G
50,456;Femme;A
32,346;Homme;G
37,761;Homme;A
37,566;Femme;G
38,579;Femme;G
35,203;Homme;G
8,450;Homme;G
741;Femme;G
31,408;Homme;A
7,300;Femme;L
15,849;Homme;A
7,040;Homme;A
36,915;Femme;A
16,161;Homme;G
41,144;Femme;G
30,473;Femme;G
35,741;Femme;A
28,188;Femme;G
49,493;Femme;G
20,051;Homme;A
29,740;Femme;A
23,317;Femme;G
37,463;Femme;G
50,910;Femme;G
1,452;Femme;A
24,213;Homme;A
28,035;Femme;G
38,026;Femme;A
30,517;Homme;G
17,221;Femme;A
9,171;Homme;A
35,258;Homme;A
6,556;Femme;A
13,945;Femme;A
42,181;Femme;G
5,047;Homme;G
15,571;Homme;G
21,030;Femme;G
5,839;Femme;A
21,247;Homme;G
46,304;Homme;A
22,304;Femme;G
45,646;Homme;A
11,521;Femme;A
18,173;Femme;G
51,221;Homme;G
10,270;Femme;G
17,100;Femme;G
51,909;Homme;G
15,823;Homme;G
35,987;Homme;A
37,200;Femme;A
39,935;Homme;G
28,904;Femme;G
3,872;Homme;G
9,560;Homme;G
10,664;Homme;A
15,988;Femme;G
33,097;Femme;G
25,298;Femme;G
1,661;Homme;A
14,079;Femme;A
14,246;Femme;A
24,645;Homme;G
34,042;Femme;L
10,314;Homme;G
10,762;Homme;G
7,851;Homme;L
37,908;Femme;G
27,037;Homme;G
32,379;Femme;G
37,802;Homme;A
27,526;Femme;D
40,160;Femme;A
7,915;Homme;G
30,786;Femme;G
4,959;Femme;A
18,617;Femme;G
40,888;Homme;G
43,632;Femme;L
4,797;Homme;G
14,913;Femme;G
45,330;Femme;G
9,183;Homme;G
19,664;Femme;G
35,563;Femme;G
40,884;Homme;A
45,411;Femme;G
24,793;Homme;A
45,791;Femme;A
10,883;Femme;A
21,917;Femme;A
15,631;Homme;G
10,145;Femme;G
51,729;Femme;A
24,227;Homme;A
17,599;Femme;G
30,572;Femme;A
40,025;Femme;G
29,487;Femme;A
2,237;Homme;G
23,684;Homme;G
6,877;Femme;A
40,163;Femme;G
46,072;Homme;G
20,888;Femme;G
33,314;Homme;G
25,439;Femme;G
42,203;Femme;G
29,469;Homme;G
2,340;Homme;G
48,628;Femme;A
41,152;Homme;G
2,618;Femme;G
130;Homme;A
21,500;Homme;G
21,599;Femme;A
24,817;Femme;G
38,464;Homme;G
20,421;Homme;G
25,068;Femme;A
28,982;Femme;A
15,993;Femme;G
15,889;Femme;G
3,040;Homme;L
6,735;Femme;G
36,840;Femme;G
